A list of all the names already used for the levels.
Please choose different names.
=====================================================

             Name                 Collection    Num.
The Easy Level II               Beginner-I      0613
The Easy Level III              Beginner-I      0709
The Easy Sokoban!!!             Beginner-I      0645
The easy way                    Challenge-I     1934
The Easy-Cross River            Sokoban-I       0907
The Edge Waters.                LaserTank       0292
The Egypt secret                Beginner-II     0406
The Elevator Ride               Beginner-II     0163
The Empire base                 Sokoban-I       1857
The Empire's Spaceships         Sokoban-I       0358
The End                         LaserTank       0730
The End ! No...                 Sokoban-I       1586
THE END 2                       Special-I       0251
The End 3                       Beginner-I      1940
The end is all about Sokoban    Sokoban-I       0481
The end of the wicked           Challenge-III   0226
The Enemy Fortress              Beginner-I      0581
The enemy is on our side!       Special-I       0081
The enemy is watching you       Challenge-I     0196
The Enemy Submarines            LaserTank       0189
The Enemy Water Park            Challenge-II    0564
The entrance                    Challenge-I     0348
The Entryway                    Challenge-I     0689
The ert Mission                 Challenge-I     0386
The Erth                        Beginner-II     0332
The Escape                      LaserTank       1334
The Escape II                   LaserTank       1529
The Essential Gun I             Challenge-II    1534
The Essential Gun II            Challenge-II    1535
The Essential Gun III           Challenge-II    1536
The Even Longer Walkway         Special-I       0040
The Even Longer Walkway II      Special-I       0041
The experiment 1                Challenge-III   1271
The Eye of Horus                Challenge-IV    0411
The Eye Of Rahul Batra          Challenge-I     1282
The Eye of the Needle           Challenge-IV    0418
The Eyes Of Brahma              Sokoban-I       0562
The Eyes Of Vishnu              Sokoban-I       0563
The e-z level                   Beginner-I      0810
the e-z maze                    Beginner-I      0027
The face                        Beginner-I      1838
the factory                     Challenge-III   0602
The Fairy Tales                 Challenge-III   0498
The fantastic four              Challenge-V     0305
The fearless flower             Challenge-III   0374
The fearless flower 2           Beginner-II     0069
The Fellowship of the Ring      Challenge-III   1898
The Final Challenge             LaserTank       1596
The Final Disbelief             Sokoban-II      0611
The Final Frontier              Beginner-II     0743
The Final Mission               Beginner-I      1387
The final move                  Beginner-I      0530
The Final Question              Challenge-IV    0950
The Final Step!                 Beginner-I      0771
The Fine Line                   Challenge-II    0865
THE FIRST                       LaserTank       0201
The first assignment            LaserTank       1815
The first is the last           Challenge-II    0739
The first mine                  Challenge-III   1318
The First Noel                  Sokoban-I       1322
The Five Flags                  Challenge-II    0029
The Flag                        Challenge-I     1521
The flag #2                     Beginner-II     0558
The Flag in the Centre          Challenge-I     0187
The flag is in the same room    Challenge-II    1324
The Flag Of Denmark             Challenge-I     0860
The Flag Of Sweden              Challenge-I     0859
The Flag on the Ice             LaserTank       2016
The Flintstones                 Beginner-II     0446
The flood                       LaserTank       0496
The Flower                      Beginner-I      1706
The flowers of the death        Challenge-I     1901
The Flusher                     Challenge-I     0558
The Foot Bridge                 LaserTank       0217
The force be with you           LaserTank       0448
The Formula Race Car            Beginner-II     0237
The fort is under atack!!!      LaserTank       0550
The Fortress                    LaserTank       1582
The fortress (Soto)             Beginner-I      0213
The Fortress 1                  Challenge-I     0290
The Fortress 2                  Challenge-I     0963
The fountain                    Beginner-II     0016
The Four Elements               Sokoban-I       1823
The Four Flags                  LaserTank       1705
The four houses                 Beginner-II     0687
The Four Season(ing)s           Sokoban-I       1769
The Four Stages                 Challenge-III   1687
The Four Trials                 Challenge-II    0121
The Four Trials 2               Challenge-II    1052
The Fridge Box                  Challenge-III   1474
The Friendly Submarines         Challenge-II    0786
The Frigid Maze!                Beginner-I      1629
the frog prince                 LaserTank       0932
The frog.                       Beginner-II     0450
The Front Gate                  Challenge-III   0821
The Frozen block                Challenge-III   0939
The Frozen Castle               Challenge-I     1001
The Frozen Castle-II            Challenge-I     1004
The frozen lagoon               Beginner-I      1842
The Frustrating Block           Challenge-IV    1187
The full circle                 Challenge-III   1761
The fundamental equation        Challenge-V     0400
The Funhouse                    LaserTank       1194
The Funnel Flush                Challenge-III   1642
The Future                      LaserTank       1325
The galactical orbit of...      Special-I       0350
The garden                      Challenge-I     1710
The Garden 2                    Beginner-I      1937
The Gatekeepers                 Challenge-IV    0072
The Gates Foundation            Challenge-IV    0935
The Gateway                     Challenge-I     0537
The Gaunlet                     LaserTank       0038
The Gauntlet                    Challenge-I     0645
The Gauntlet II                 Challenge-I     0073
